"int_n","objective","budget","fund"
17,"E.UB",47894736.8421053,0
18,"E.UB",47894736.8421053,1
19,"E.UB",47894736.8421053,1
20,"E.UB",47894736.8421053,0
1,"delta.deaths",53105263.1578947,1
2,"delta.deaths",53105263.1578947,1
3,"delta.deaths",53105263.1578947,1
4,"delta.deaths",53105263.1578947,1
5,"delta.deaths",53105263.1578947,1
6,"delta.deaths",53105263.1578947,1
7,"delta.deaths",53105263.1578947,1
8,"delta.deaths",53105263.1578947,1
9,"delta.deaths",53105263.1578947,1
10,"delta.deaths",53105263.1578947,1
11,"delta.deaths",53105263.1578947,1
12,"delta.deaths",53105263.1578947,1
13,"delta.deaths",53105263.1578947,1
14,"delta.deaths",53105263.1578947,1
15,"delta.deaths",53105263.1578947,1
16,"delta.deaths",53105263.1578947,1
17,"delta.deaths",53105263.1578947,0
18,"delta.deaths",53105263.1578947,1
19,"delta.deaths",53105263.1578947,1
20,"delta.deaths",53105263.1578947,0
1,"che.10",53105263.1578947,0
2,"che.10",53105263.1578947,0
3,"che.10",53105263.1578947,0
4,"che.10",53105263.1578947,1
5,"che.10",53105263.1578947,1
6,"che.10",53105263.1578947,1
7,"che.10",53105263.1578947,0
8,"che.10",53105263.1578947,0
9,"che.10",53105263.1578947,0
10,"che.10",53105263.1578947,1
11,"che.10",53105263.1578947,1
12,"che.10",53105263.1578947,1
13,"che.10",53105263.1578947,1
14,"che.10",53105263.1578947,0
15,"che.10",53105263.1578947,1
16,"che.10",53105263.1578947,1
17,"che.10",53105263.1578947,1
18,"che.10",53105263.1578947,1
19,"che.10",53105263.1578947,1
20,"che.10",53105263.1578947,1
1,"che.25",53105263.1578947,1
2,"che.25",53105263.1578947,0
3,"che.25",53105263.1578947,0
4,"che.25",53105263.1578947,1
5,"che.25",53105263.1578947,1
6,"che.25",53105263.1578947,1
7,"che.25",53105263.1578947,0
8,"che.25",53105263.1578947,0
9,"che.25",53105263.1578947,0
10,"che.25",53105263.1578947,0
11,"che.25",53105263.1578947,1
12,"che.25",53105263.1578947,1
13,"che.25",53105263.1578947,1
14,"che.25",53105263.1578947,0
15,"che.25",53105263.1578947,1
16,"che.25",53105263.1578947,1
17,"che.25",53105263.1578947,1
18,"che.25",53105263.1578947,1
19,"che.25",53105263.1578947,1
20,"che.25",53105263.1578947,1
1,"delta.deaths.LB",53105263.1578947,0
2,"delta.deaths.LB",53105263.1578947,1
3,"delta.deaths.LB",53105263.1578947,0
4,"delta.deaths.LB",53105263.1578947,1
5,"delta.deaths.LB",53105263.1578947,1
6,"delta.deaths.LB",53105263.1578947,1
7,"delta.deaths.LB",53105263.1578947,1
8,"delta.deaths.LB",53105263.1578947,1
9,"delta.deaths.LB",53105263.1578947,1
10,"delta.deaths.LB",53105263.1578947,1
11,"delta.deaths.LB",53105263.1578947,1
12,"delta.deaths.LB",53105263.1578947,1
13,"delta.deaths.LB",53105263.1578947,1
14,"delta.deaths.LB",53105263.1578947,1
15,"delta.deaths.LB",53105263.1578947,1
16,"delta.deaths.LB",53105263.1578947,1
17,"delta.deaths.LB",53105263.1578947,0
18,"delta.deaths.LB",53105263.1578947,1
19,"delta.deaths.LB",53105263.1578947,1
20,"delta.deaths.LB",53105263.1578947,1
1,"che.10.LB",53105263.1578947,0
2,"che.10.LB",53105263.1578947,0
3,"che.10.LB",53105263.1578947,0
4,"che.10.LB",53105263.1578947,1
5,"che.10.LB",53105263.1578947,1
6,"che.10.LB",53105263.1578947,1
7,"che.10.LB",53105263.1578947,0
8,"che.10.LB",53105263.1578947,0
9,"che.10.LB",53105263.1578947,0
10,"che.10.LB",53105263.1578947,1
11,"che.10.LB",53105263.1578947,1
12,"che.10.LB",53105263.1578947,1
13,"che.10.LB",53105263.1578947,1
14,"che.10.LB",53105263.1578947,0
15,"che.10.LB",53105263.1578947,1
16,"che.10.LB",53105263.1578947,1
17,"che.10.LB",53105263.1578947,1
18,"che.10.LB",53105263.1578947,1
19,"che.10.LB",53105263.1578947,1
20,"che.10.LB",53105263.1578947,1
1,"delta.deaths.UB",53105263.1578947,1
2,"delta.deaths.UB",53105263.1578947,1
3,"delta.deaths.UB",53105263.1578947,1
4,"delta.deaths.UB",53105263.1578947,1
5,"delta.deaths.UB",53105263.1578947,1
6,"delta.deaths.UB",53105263.1578947,1
7,"delta.deaths.UB",53105263.1578947,1
8,"delta.deaths.UB",53105263.1578947,1
9,"delta.deaths.UB",53105263.1578947,1
10,"delta.deaths.UB",53105263.1578947,1
11,"delta.deaths.UB",53105263.1578947,1
12,"delta.deaths.UB",53105263.1578947,1
13,"delta.deaths.UB",53105263.1578947,1
14,"delta.deaths.UB",53105263.1578947,1
15,"delta.deaths.UB",53105263.1578947,1
16,"delta.deaths.UB",53105263.1578947,1
17,"delta.deaths.UB",53105263.1578947,0
18,"delta.deaths.UB",53105263.1578947,1
19,"delta.deaths.UB",53105263.1578947,1
20,"delta.deaths.UB",53105263.1578947,0
1,"che.10.UB",53105263.1578947,0
2,"che.10.UB",53105263.1578947,0
3,"che.10.UB",53105263.1578947,0
4,"che.10.UB",53105263.1578947,1
5,"che.10.UB",53105263.1578947,1
6,"che.10.UB",53105263.1578947,1
7,"che.10.UB",53105263.1578947,0
8,"che.10.UB",53105263.1578947,0
9,"che.10.UB",53105263.1578947,0
10,"che.10.UB",53105263.1578947,1
11,"che.10.UB",53105263.1578947,1
12,"che.10.UB",53105263.1578947,1
13,"che.10.UB",53105263.1578947,1
14,"che.10.UB",53105263.1578947,0
15,"che.10.UB",53105263.1578947,1
16,"che.10.UB",53105263.1578947,1
17,"che.10.UB",53105263.1578947,1
18,"che.10.UB",53105263.1578947,1
19,"che.10.UB",53105263.1578947,1
20,"che.10.UB",53105263.1578947,1
1,"delta.deaths.npv",53105263.1578947,1
2,"delta.deaths.npv",53105263.1578947,1
3,"delta.deaths.npv",53105263.1578947,1
4,"delta.deaths.npv",53105263.1578947,1
5,"delta.deaths.npv",53105263.1578947,1
6,"delta.deaths.npv",53105263.1578947,1
7,"delta.deaths.npv",53105263.1578947,1
8,"delta.deaths.npv",53105263.1578947,1
9,"delta.deaths.npv",53105263.1578947,1
10,"delta.deaths.npv",53105263.1578947,1
11,"delta.deaths.npv",53105263.1578947,1
12,"delta.deaths.npv",53105263.1578947,1
13,"delta.deaths.npv",53105263.1578947,1
14,"delta.deaths.npv",53105263.1578947,1
15,"delta.deaths.npv",53105263.1578947,1
16,"delta.deaths.npv",53105263.1578947,1
17,"delta.deaths.npv",53105263.1578947,0
18,"delta.deaths.npv",53105263.1578947,1
19,"delta.deaths.npv",53105263.1578947,1
20,"delta.deaths.npv",53105263.1578947,0
1,"E",53105263.1578947,0
2,"E",53105263.1578947,0
3,"E",53105263.1578947,1
4,"E",53105263.1578947,0
5,"E",53105263.1578947,1
6,"E",53105263.1578947,1
7,"E",53105263.1578947,1
8,"E",53105263.1578947,1
9,"E",53105263.1578947,0
10,"E",53105263.1578947,0
11,"E",53105263.1578947,0
12,"E",53105263.1578947,1
13,"E",53105263.1578947,1
14,"E",53105263.1578947,0
15,"E",53105263.1578947,0
16,"E",53105263.1578947,0
17,"E",53105263.1578947,0
18,"E",53105263.1578947,1
19,"E",53105263.1578947,1
20,"E",53105263.1578947,1
1,"E.LB",53105263.1578947,0
2,"E.LB",53105263.1578947,0
3,"E.LB",53105263.1578947,1
4,"E.LB",53105263.1578947,0
5,"E.LB",53105263.1578947,0
6,"E.LB",53105263.1578947,0
7,"E.LB",53105263.1578947,0
8,"E.LB",53105263.1578947,0
9,"E.LB",53105263.1578947,0
10,"E.LB",53105263.1578947,0
11,"E.LB",53105263.1578947,0
12,"E.LB",53105263.1578947,0
13,"E.LB",53105263.1578947,1
14,"E.LB",53105263.1578947,0
15,"E.LB",53105263.1578947,0
16,"E.LB",53105263.1578947,0
17,"E.LB",53105263.1578947,0
18,"E.LB",53105263.1578947,0
19,"E.LB",53105263.1578947,0
20,"E.LB",53105263.1578947,0
1,"E.UB",53105263.1578947,1
2,"E.UB",53105263.1578947,1
3,"E.UB",53105263.1578947,1
4,"E.UB",53105263.1578947,1
5,"E.UB",53105263.1578947,1
6,"E.UB",53105263.1578947,1
7,"E.UB",53105263.1578947,1
8,"E.UB",53105263.1578947,1
9,"E.UB",53105263.1578947,1
10,"E.UB",53105263.1578947,1
11,"E.UB",53105263.1578947,1
12,"E.UB",53105263.1578947,1
13,"E.UB",53105263.1578947,1
14,"E.UB",53105263.1578947,1
15,"E.UB",53105263.1578947,1
16,"E.UB",53105263.1578947,1
17,"E.UB",53105263.1578947,0
18,"E.UB",53105263.1578947,1
19,"E.UB",53105263.1578947,1
20,"E.UB",53105263.1578947,0
1,"delta.deaths",58315789.4736842,1
2,"delta.deaths",58315789.4736842,1
3,"delta.deaths",58315789.4736842,1
4,"delta.deaths",58315789.4736842,1
5,"delta.deaths",58315789.4736842,1
6,"delta.deaths",58315789.4736842,1
7,"delta.deaths",58315789.4736842,1
8,"delta.deaths",58315789.4736842,1
9,"delta.deaths",58315789.4736842,1
10,"delta.deaths",58315789.4736842,1
11,"delta.deaths",58315789.4736842,1
12,"delta.deaths",58315789.4736842,1
13,"delta.deaths",58315789.4736842,1
14,"delta.deaths",58315789.4736842,1
15,"delta.deaths",58315789.4736842,1
16,"delta.deaths",58315789.4736842,1
17,"delta.deaths",58315789.4736842,0
18,"delta.deaths",58315789.4736842,1
19,"delta.deaths",58315789.4736842,1
20,"delta.deaths",58315789.4736842,0
1,"che.10",58315789.4736842,0
2,"che.10",58315789.4736842,0
3,"che.10",58315789.4736842,1
4,"che.10",58315789.4736842,0
5,"che.10",58315789.4736842,1
6,"che.10",58315789.4736842,1
7,"che.10",58315789.4736842,0
8,"che.10",58315789.4736842,0
9,"che.10",58315789.4736842,0
10,"che.10",58315789.4736842,0
11,"che.10",58315789.4736842,1
12,"che.10",58315789.4736842,1
13,"che.10",58315789.4736842,0
14,"che.10",58315789.4736842,0
15,"che.10",58315789.4736842,0
16,"che.10",58315789.4736842,1
17,"che.10",58315789.4736842,1
18,"che.10",58315789.4736842,1
19,"che.10",58315789.4736842,1
20,"che.10",58315789.4736842,1
1,"che.25",58315789.4736842,0
2,"che.25",58315789.4736842,0
3,"che.25",58315789.4736842,1
4,"che.25",58315789.4736842,0
5,"che.25",58315789.4736842,1
6,"che.25",58315789.4736842,1
7,"che.25",58315789.4736842,0
8,"che.25",58315789.4736842,0
9,"che.25",58315789.4736842,0
10,"che.25",58315789.4736842,0
11,"che.25",58315789.4736842,1
12,"che.25",58315789.4736842,1
13,"che.25",58315789.4736842,0
14,"che.25",58315789.4736842,0
15,"che.25",58315789.4736842,0
16,"che.25",58315789.4736842,1
17,"che.25",58315789.4736842,1
18,"che.25",58315789.4736842,1
19,"che.25",58315789.4736842,1
20,"che.25",58315789.4736842,1
1,"delta.deaths.LB",58315789.4736842,0
2,"delta.deaths.LB",58315789.4736842,0
3,"delta.deaths.LB",58315789.4736842,1
4,"delta.deaths.LB",58315789.4736842,0
5,"delta.deaths.LB",58315789.4736842,1
6,"delta.deaths.LB",58315789.4736842,1
7,"delta.deaths.LB",58315789.4736842,0
8,"delta.deaths.LB",58315789.4736842,1
9,"delta.deaths.LB",58315789.4736842,1
10,"delta.deaths.LB",58315789.4736842,1
11,"delta.deaths.LB",58315789.4736842,1
12,"delta.deaths.LB",58315789.4736842,1
13,"delta.deaths.LB",58315789.4736842,1
14,"delta.deaths.LB",58315789.4736842,1
15,"delta.deaths.LB",58315789.4736842,1
16,"delta.deaths.LB",58315789.4736842,1
17,"delta.deaths.LB",58315789.4736842,0
18,"delta.deaths.LB",58315789.4736842,1
19,"delta.deaths.LB",58315789.4736842,0
20,"delta.deaths.LB",58315789.4736842,1
1,"che.10.LB",58315789.4736842,0
2,"che.10.LB",58315789.4736842,0
3,"che.10.LB",58315789.4736842,1
4,"che.10.LB",58315789.4736842,0
5,"che.10.LB",58315789.4736842,1
6,"che.10.LB",58315789.4736842,1
7,"che.10.LB",58315789.4736842,0
8,"che.10.LB",58315789.4736842,0
9,"che.10.LB",58315789.4736842,0
10,"che.10.LB",58315789.4736842,0
11,"che.10.LB",58315789.4736842,1
12,"che.10.LB",58315789.4736842,1
13,"che.10.LB",58315789.4736842,0
14,"che.10.LB",58315789.4736842,0
15,"che.10.LB",58315789.4736842,0
16,"che.10.LB",58315789.4736842,1
17,"che.10.LB",58315789.4736842,1
18,"che.10.LB",58315789.4736842,1
19,"che.10.LB",58315789.4736842,1
20,"che.10.LB",58315789.4736842,1
1,"delta.deaths.UB",58315789.4736842,1
2,"delta.deaths.UB",58315789.4736842,1
3,"delta.deaths.UB",58315789.4736842,1
4,"delta.deaths.UB",58315789.4736842,1
5,"delta.deaths.UB",58315789.4736842,1
6,"delta.deaths.UB",58315789.4736842,1
7,"delta.deaths.UB",58315789.4736842,1
8,"delta.deaths.UB",58315789.4736842,1
9,"delta.deaths.UB",58315789.4736842,1
10,"delta.deaths.UB",58315789.4736842,1
11,"delta.deaths.UB",58315789.4736842,1
12,"delta.deaths.UB",58315789.4736842,1
13,"delta.deaths.UB",58315789.4736842,1
14,"delta.deaths.UB",58315789.4736842,1
15,"delta.deaths.UB",58315789.4736842,1
16,"delta.deaths.UB",58315789.4736842,1
17,"delta.deaths.UB",58315789.4736842,0
18,"delta.deaths.UB",58315789.4736842,1
19,"delta.deaths.UB",58315789.4736842,1
20,"delta.deaths.UB",58315789.4736842,0
1,"che.10.UB",58315789.4736842,0
2,"che.10.UB",58315789.4736842,0
3,"che.10.UB",58315789.4736842,1
4,"che.10.UB",58315789.4736842,0
5,"che.10.UB",58315789.4736842,1
6,"che.10.UB",58315789.4736842,1
7,"che.10.UB",58315789.4736842,0
8,"che.10.UB",58315789.4736842,0
9,"che.10.UB",58315789.4736842,0
10,"che.10.UB",58315789.4736842,0
11,"che.10.UB",58315789.4736842,1
12,"che.10.UB",58315789.4736842,1
13,"che.10.UB",58315789.4736842,0
14,"che.10.UB",58315789.4736842,0
15,"che.10.UB",58315789.4736842,0
16,"che.10.UB",58315789.4736842,1
17,"che.10.UB",58315789.4736842,1
18,"che.10.UB",58315789.4736842,1
19,"che.10.UB",58315789.4736842,1
20,"che.10.UB",58315789.4736842,1
1,"delta.deaths.npv",58315789.4736842,1
2,"delta.deaths.npv",58315789.4736842,1
3,"delta.deaths.npv",58315789.4736842,1
4,"delta.deaths.npv",58315789.4736842,1
5,"delta.deaths.npv",58315789.4736842,1
6,"delta.deaths.npv",58315789.4736842,1
7,"delta.deaths.npv",58315789.4736842,1
8,"delta.deaths.npv",58315789.4736842,1
9,"delta.deaths.npv",58315789.4736842,1
10,"delta.deaths.npv",58315789.4736842,1
11,"delta.deaths.npv",58315789.4736842,1
12,"delta.deaths.npv",58315789.4736842,1
13,"delta.deaths.npv",58315789.4736842,1
14,"delta.deaths.npv",58315789.4736842,1
15,"delta.deaths.npv",58315789.4736842,1
16,"delta.deaths.npv",58315789.4736842,1
17,"delta.deaths.npv",58315789.4736842,0
18,"delta.deaths.npv",58315789.4736842,1
19,"delta.deaths.npv",58315789.4736842,1
20,"delta.deaths.npv",58315789.4736842,0
1,"E",58315789.4736842,0
2,"E",58315789.4736842,0
3,"E",58315789.4736842,1
4,"E",58315789.4736842,1
5,"E",58315789.4736842,1
6,"E",58315789.4736842,1
7,"E",58315789.4736842,1
8,"E",58315789.4736842,1
9,"E",58315789.4736842,0
10,"E",58315789.4736842,0
11,"E",58315789.4736842,0
12,"E",58315789.4736842,1
13,"E",58315789.4736842,1
14,"E",58315789.4736842,1
15,"E",58315789.4736842,0
16,"E",58315789.4736842,0
17,"E",58315789.4736842,0
18,"E",58315789.4736842,1
19,"E",58315789.4736842,1
20,"E",58315789.4736842,1
1,"E.LB",58315789.4736842,0
2,"E.LB",58315789.4736842,0
3,"E.LB",58315789.4736842,1
4,"E.LB",58315789.4736842,0
5,"E.LB",58315789.4736842,0
6,"E.LB",58315789.4736842,0
7,"E.LB",58315789.4736842,0
8,"E.LB",58315789.4736842,0
9,"E.LB",58315789.4736842,0
10,"E.LB",58315789.4736842,0
11,"E.LB",58315789.4736842,0
12,"E.LB",58315789.4736842,0
13,"E.LB",58315789.4736842,1
14,"E.LB",58315789.4736842,0
15,"E.LB",58315789.4736842,0
16,"E.LB",58315789.4736842,0
17,"E.LB",58315789.4736842,0
18,"E.LB",58315789.4736842,0
19,"E.LB",58315789.4736842,0
20,"E.LB",58315789.4736842,0
1,"E.UB",58315789.4736842,0
2,"E.UB",58315789.4736842,0
3,"E.UB",58315789.4736842,1
4,"E.UB",58315789.4736842,0
5,"E.UB",58315789.4736842,1
6,"E.UB",58315789.4736842,1
7,"E.UB",58315789.4736842,1
8,"E.UB",58315789.4736842,1
9,"E.UB",58315789.4736842,1
10,"E.UB",58315789.4736842,1
11,"E.UB",58315789.4736842,1
12,"E.UB",58315789.4736842,1
13,"E.UB",58315789.4736842,1
14,"E.UB",58315789.4736842,0
15,"E.UB",58315789.4736842,1
16,"E.UB",58315789.4736842,0
17,"E.UB",58315789.4736842,0
18,"E.UB",58315789.4736842,1
19,"E.UB",58315789.4736842,1
20,"E.UB",58315789.4736842,1
1,"delta.deaths",63526315.7894737,0
2,"delta.deaths",63526315.7894737,0
3,"delta.deaths",63526315.7894737,1
4,"delta.deaths",63526315.7894737,1
5,"delta.deaths",63526315.7894737,1
6,"delta.deaths",63526315.7894737,1
7,"delta.deaths",63526315.7894737,1
8,"delta.deaths",63526315.7894737,1
9,"delta.deaths",63526315.7894737,1
10,"delta.deaths",63526315.7894737,1
11,"delta.deaths",63526315.7894737,1
12,"delta.deaths",63526315.7894737,1
13,"delta.deaths",63526315.7894737,1
14,"delta.deaths",63526315.7894737,1
15,"delta.deaths",63526315.7894737,0
16,"delta.deaths",63526315.7894737,1
17,"delta.deaths",63526315.7894737,0
18,"delta.deaths",63526315.7894737,1
19,"delta.deaths",63526315.7894737,1
20,"delta.deaths",63526315.7894737,1
1,"che.10",63526315.7894737,0
2,"che.10",63526315.7894737,0
3,"che.10",63526315.7894737,1
4,"che.10",63526315.7894737,1
5,"che.10",63526315.7894737,1
6,"che.10",63526315.7894737,1
7,"che.10",63526315.7894737,0
8,"che.10",63526315.7894737,0
9,"che.10",63526315.7894737,0
10,"che.10",63526315.7894737,1
11,"che.10",63526315.7894737,1
12,"che.10",63526315.7894737,1
13,"che.10",63526315.7894737,0
14,"che.10",63526315.7894737,0
15,"che.10",63526315.7894737,0
16,"che.10",63526315.7894737,1
17,"che.10",63526315.7894737,1
18,"che.10",63526315.7894737,1
19,"che.10",63526315.7894737,1
20,"che.10",63526315.7894737,1
1,"che.25",63526315.7894737,0
2,"che.25",63526315.7894737,0
3,"che.25",63526315.7894737,1
4,"che.25",63526315.7894737,1
5,"che.25",63526315.7894737,1
6,"che.25",63526315.7894737,0
7,"che.25",63526315.7894737,0
8,"che.25",63526315.7894737,0
9,"che.25",63526315.7894737,0
10,"che.25",63526315.7894737,0
11,"che.25",63526315.7894737,1
12,"che.25",63526315.7894737,1
13,"che.25",63526315.7894737,1
14,"che.25",63526315.7894737,0
15,"che.25",63526315.7894737,0
16,"che.25",63526315.7894737,1
17,"che.25",63526315.7894737,1
18,"che.25",63526315.7894737,1
19,"che.25",63526315.7894737,1
20,"che.25",63526315.7894737,1
1,"delta.deaths.LB",63526315.7894737,0
2,"delta.deaths.LB",63526315.7894737,0
3,"delta.deaths.LB",63526315.7894737,1
4,"delta.deaths.LB",63526315.7894737,0
5,"delta.deaths.LB",63526315.7894737,1
6,"delta.deaths.LB",63526315.7894737,1
7,"delta.deaths.LB",63526315.7894737,1
8,"delta.deaths.LB",63526315.7894737,1
9,"delta.deaths.LB",63526315.7894737,1
10,"delta.deaths.LB",63526315.7894737,1
11,"delta.deaths.LB",63526315.7894737,1
12,"delta.deaths.LB",63526315.7894737,1
13,"delta.deaths.LB",63526315.7894737,1
14,"delta.deaths.LB",63526315.7894737,1
15,"delta.deaths.LB",63526315.7894737,1
16,"delta.deaths.LB",63526315.7894737,1
17,"delta.deaths.LB",63526315.7894737,0
18,"delta.deaths.LB",63526315.7894737,1
19,"delta.deaths.LB",63526315.7894737,1
20,"delta.deaths.LB",63526315.7894737,1
1,"che.10.LB",63526315.7894737,0
2,"che.10.LB",63526315.7894737,0
3,"che.10.LB",63526315.7894737,1
4,"che.10.LB",63526315.7894737,1
5,"che.10.LB",63526315.7894737,1
6,"che.10.LB",63526315.7894737,0
7,"che.10.LB",63526315.7894737,0
8,"che.10.LB",63526315.7894737,0
9,"che.10.LB",63526315.7894737,0
10,"che.10.LB",63526315.7894737,0
11,"che.10.LB",63526315.7894737,1
12,"che.10.LB",63526315.7894737,1
13,"che.10.LB",63526315.7894737,1
14,"che.10.LB",63526315.7894737,0
15,"che.10.LB",63526315.7894737,0
16,"che.10.LB",63526315.7894737,1
17,"che.10.LB",63526315.7894737,1
18,"che.10.LB",63526315.7894737,1
19,"che.10.LB",63526315.7894737,1
20,"che.10.LB",63526315.7894737,1
1,"delta.deaths.UB",63526315.7894737,0
2,"delta.deaths.UB",63526315.7894737,1
3,"delta.deaths.UB",63526315.7894737,1
4,"delta.deaths.UB",63526315.7894737,1
5,"delta.deaths.UB",63526315.7894737,1
6,"delta.deaths.UB",63526315.7894737,1
7,"delta.deaths.UB",63526315.7894737,1
8,"delta.deaths.UB",63526315.7894737,1
9,"delta.deaths.UB",63526315.7894737,1
10,"delta.deaths.UB",63526315.7894737,1
11,"delta.deaths.UB",63526315.7894737,1
12,"delta.deaths.UB",63526315.7894737,1
13,"delta.deaths.UB",63526315.7894737,1
14,"delta.deaths.UB",63526315.7894737,1
15,"delta.deaths.UB",63526315.7894737,1
16,"delta.deaths.UB",63526315.7894737,1
17,"delta.deaths.UB",63526315.7894737,1
18,"delta.deaths.UB",63526315.7894737,1
19,"delta.deaths.UB",63526315.7894737,1
20,"delta.deaths.UB",63526315.7894737,0
1,"che.10.UB",63526315.7894737,0
2,"che.10.UB",63526315.7894737,0
3,"che.10.UB",63526315.7894737,1
4,"che.10.UB",63526315.7894737,1
5,"che.10.UB",63526315.7894737,1
6,"che.10.UB",63526315.7894737,1
7,"che.10.UB",63526315.7894737,0
8,"che.10.UB",63526315.7894737,0
9,"che.10.UB",63526315.7894737,0
10,"che.10.UB",63526315.7894737,1
11,"che.10.UB",63526315.7894737,1
12,"che.10.UB",63526315.7894737,1
13,"che.10.UB",63526315.7894737,0
14,"che.10.UB",63526315.7894737,0
15,"che.10.UB",63526315.7894737,0
16,"che.10.UB",63526315.7894737,1
17,"che.10.UB",63526315.7894737,1
18,"che.10.UB",63526315.7894737,1
19,"che.10.UB",63526315.7894737,1
20,"che.10.UB",63526315.7894737,1
1,"delta.deaths.npv",63526315.7894737,0
2,"delta.deaths.npv",63526315.7894737,0
3,"delta.deaths.npv",63526315.7894737,1
4,"delta.deaths.npv",63526315.7894737,1
5,"delta.deaths.npv",63526315.7894737,1
6,"delta.deaths.npv",63526315.7894737,1
7,"delta.deaths.npv",63526315.7894737,1
8,"delta.deaths.npv",63526315.7894737,1
9,"delta.deaths.npv",63526315.7894737,1
10,"delta.deaths.npv",63526315.7894737,1
11,"delta.deaths.npv",63526315.7894737,1
12,"delta.deaths.npv",63526315.7894737,1
13,"delta.deaths.npv",63526315.7894737,1
14,"delta.deaths.npv",63526315.7894737,1
15,"delta.deaths.npv",63526315.7894737,0
16,"delta.deaths.npv",63526315.7894737,1
17,"delta.deaths.npv",63526315.7894737,0
18,"delta.deaths.npv",63526315.7894737,1
19,"delta.deaths.npv",63526315.7894737,1
20,"delta.deaths.npv",63526315.7894737,1
1,"E",63526315.7894737,1
2,"E",63526315.7894737,0
3,"E",63526315.7894737,1
4,"E",63526315.7894737,1
5,"E",63526315.7894737,1
6,"E",63526315.7894737,1
7,"E",63526315.7894737,1
8,"E",63526315.7894737,1
9,"E",63526315.7894737,0
10,"E",63526315.7894737,0
11,"E",63526315.7894737,0
12,"E",63526315.7894737,1
13,"E",63526315.7894737,1
14,"E",63526315.7894737,1
15,"E",63526315.7894737,0
16,"E",63526315.7894737,0
17,"E",63526315.7894737,0
18,"E",63526315.7894737,1
19,"E",63526315.7894737,1
20,"E",63526315.7894737,1
1,"E.LB",63526315.7894737,0
2,"E.LB",63526315.7894737,0
3,"E.LB",63526315.7894737,1
4,"E.LB",63526315.7894737,0
5,"E.LB",63526315.7894737,0
6,"E.LB",63526315.7894737,0
7,"E.LB",63526315.7894737,0
8,"E.LB",63526315.7894737,0
9,"E.LB",63526315.7894737,0
10,"E.LB",63526315.7894737,0
11,"E.LB",63526315.7894737,0
12,"E.LB",63526315.7894737,0
13,"E.LB",63526315.7894737,1
14,"E.LB",63526315.7894737,0
15,"E.LB",63526315.7894737,0
16,"E.LB",63526315.7894737,0
17,"E.LB",63526315.7894737,0
18,"E.LB",63526315.7894737,0
19,"E.LB",63526315.7894737,0
20,"E.LB",63526315.7894737,0
1,"E.UB",63526315.7894737,0
2,"E.UB",63526315.7894737,1
3,"E.UB",63526315.7894737,1
4,"E.UB",63526315.7894737,1
5,"E.UB",63526315.7894737,1
6,"E.UB",63526315.7894737,1
7,"E.UB",63526315.7894737,1
8,"E.UB",63526315.7894737,1
9,"E.UB",63526315.7894737,1
10,"E.UB",63526315.7894737,1
11,"E.UB",63526315.7894737,1
12,"E.UB",63526315.7894737,1
13,"E.UB",63526315.7894737,1
14,"E.UB",63526315.7894737,0
15,"E.UB",63526315.7894737,1
16,"E.UB",63526315.7894737,0
17,"E.UB",63526315.7894737,0
18,"E.UB",63526315.7894737,0
19,"E.UB",63526315.7894737,1
20,"E.UB",63526315.7894737,1
1,"delta.deaths",68736842.1052632,0
2,"delta.deaths",68736842.1052632,1
3,"delta.deaths",68736842.1052632,1
4,"delta.deaths",68736842.1052632,1
5,"delta.deaths",68736842.1052632,1
6,"delta.deaths",68736842.1052632,1
7,"delta.deaths",68736842.1052632,1
8,"delta.deaths",68736842.1052632,1
9,"delta.deaths",68736842.1052632,1
10,"delta.deaths",68736842.1052632,1
11,"delta.deaths",68736842.1052632,1
12,"delta.deaths",68736842.1052632,1
13,"delta.deaths",68736842.1052632,1
14,"delta.deaths",68736842.1052632,1
15,"delta.deaths",68736842.1052632,1
16,"delta.deaths",68736842.1052632,1
17,"delta.deaths",68736842.1052632,0
18,"delta.deaths",68736842.1052632,1
19,"delta.deaths",68736842.1052632,1
20,"delta.deaths",68736842.1052632,1
1,"che.10",68736842.1052632,0
2,"che.10",68736842.1052632,0
3,"che.10",68736842.1052632,1
4,"che.10",68736842.1052632,1
5,"che.10",68736842.1052632,1
6,"che.10",68736842.1052632,1
7,"che.10",68736842.1052632,0
8,"che.10",68736842.1052632,0
9,"che.10",68736842.1052632,0
10,"che.10",68736842.1052632,1
11,"che.10",68736842.1052632,1
12,"che.10",68736842.1052632,1
13,"che.10",68736842.1052632,1
14,"che.10",68736842.1052632,0
15,"che.10",68736842.1052632,1
16,"che.10",68736842.1052632,1
17,"che.10",68736842.1052632,1
18,"che.10",68736842.1052632,1
19,"che.10",68736842.1052632,1
20,"che.10",68736842.1052632,1
1,"che.25",68736842.1052632,1
2,"che.25",68736842.1052632,0
3,"che.25",68736842.1052632,1
4,"che.25",68736842.1052632,1
5,"che.25",68736842.1052632,1
6,"che.25",68736842.1052632,1
7,"che.25",68736842.1052632,0
8,"che.25",68736842.1052632,0
9,"che.25",68736842.1052632,0
10,"che.25",68736842.1052632,0
11,"che.25",68736842.1052632,1
12,"che.25",68736842.1052632,1
13,"che.25",68736842.1052632,1
14,"che.25",68736842.1052632,0
15,"che.25",68736842.1052632,1
16,"che.25",68736842.1052632,1
17,"che.25",68736842.1052632,1
18,"che.25",68736842.1052632,1
19,"che.25",68736842.1052632,1
